Date,Nicosia - Traffic Station,Limassol - Traffic Station,Larnaka - Traffic Station,Paralimni - Traffic Station,Zygi - Industrial Station,EMEP - Agia Marina Xyliatou - Background Station,Pafos - Traffic Station
06/06/2023,28.4,34.9,32.4,36.4,34.3,18.4,N/A
07/06/2023,22.8,33.5,28.0,N/A,33.5,9.8,N/A
08/06/2023,24.6,28.5,23.0,29.1,26.7,10.4,N/A
09/06/2023,26.1,28.1,26.1,24.3,18.5,14.1,N/A
10/06/2023,35.9,33.4,32.7,36.1,31.7,24.0,N/A
11/06/2023,35.9,29.2,39.3,34.9,32.7,29.2,N/A
12/06/2023,33.3,25.9,29.4,32.0,26.2,24.1,N/A
13/06/2023,32.4,28.0,26.7,33.2,24.8,23.8,N/A
14/06/2023,30.7,29.2,28.9,33.4,30.0,23.8,N/A
15/06/2023,29.7,32.1,30.1,31.3,32.3,16.7,N/A
16/06/2023,28.4,65.1,27.7,27.4,23.4,17.7,N/A
17/06/2023,36.2,28.1,33.6,26.9,36.8,24.6,N/A
18/06/2023,22.5,24.1,32.6,29.7,36.2,20.3,N/A
19/06/2023,22.3,21.2,25.0,24.4,N/A,17.5,N/A
20/06/2023,21.3,24.7,21.8,25.4,25.7,13.1,N/A
21/06/2023,22.1,25.1,24.6,22.2,27.2,14.9,N/A
22/06/2023,24.1,26.6,19.1,19.9,23.8,9.4,N/A
23/06/2023,23.9,24.6,20.3,24.5,21.4,13.7,N/A
24/06/2023,21.0,20.6,20.6,22.4,26.1,12.8,N/A
25/06/2023,22.8,22.5,24.0,26.8,34.5,17.2,N/A
26/06/2023,35.7,33.8,38.5,36.7,37.9,27.5,N/A
27/06/2023,32.0,37.3,30.3,29.7,30.1,27.8,N/A
28/06/2023,32.8,33.9,38.3,34.6,36.0,31.3,N/A
29/06/2023,27.7,32.9,37.1,36.1,36.5,26.7,N/A
30/06/2023,31.3,32.3,31.7,29.9,29.9,24.5,N/A
01/07/2023,30.6,32.2,31.5,27.7,35.8,24.9,N/A
02/07/2023,29.3,28.4,31.4,N/A,30.9,26.5,N/A
03/07/2023,26.1,31.9,31.0,27.4,38.1,21.1,N/A
04/07/2023,33.9,33.0,33.2,26.7,48.6,29.5,N/A
05/07/2023,35.1,37.5,34.7,38.0,41.5,N/A,N/A
06/07/2023,42.1,40.4,43.2,38.7,44.3,36.8,N/A
07/07/2023,42.1,46.9,49.8,48.4,50.5,38.3,N/A
08/07/2023,37.9,43.7,42.5,N/A,49.0,29.6,N/A
09/07/2023,26.1,42.1,38.6,N/A,44.5,24.4,N/A
10/07/2023,19.7,31.8,28.1,18.6,29.2,13.9,N/A
11/07/2023,19.5,23.7,21.5,N/A,20.1,13.4,N/A
12/07/2023,23.7,27.0,25.9,19.4,23.9,14.8,N/A
13/07/2023,25.7,37.2,27.7,26.6,27.0,17.3,N/A
14/07/2023,27.7,37.9,36.1,35.0,45.9,19.3,N/A
15/07/2023,35.7,29.5,32.1,30.5,40.1,N/A,N/A
16/07/2023,30.4,35.5,34.1,27.1,56.2,25.1,N/A
17/07/2023,30.7,39.2,30.3,29.0,28.2,19.7,N/A
18/07/2023,31.3,32.0,31.0,25.1,27.7,16.7,N/A
19/07/2023,34.6,29.0,33.4,28.5,34.8,18.1,N/A
20/07/2023,31.9,36.4,33.8,28.8,31.7,16.5,N/A
21/07/2023,28.5,32.0,29.6,26.3,30.5,17.5,29.3
22/07/2023,32.9,32.0,35.6,28.0,33.5,25.4,33.1
23/07/2023,26.9,29.8,36.3,28.4,35.6,24.8,36.4
24/07/2023,42.3,37.5,45.6,37.2,49.2,N/A,44.0
25/07/2023,35.6,35.1,N/A,28.6,37.9,22.3,41.0
26/07/2023,32.2,31.5,35.6,28.4,32.9,18.1,34.1
27/07/2023,31.7,32.5,38.2,36.1,35.1,19.6,37.0
28/07/2023,38.4,40.4,44.5,38.9,42.6,34.3,44.9
29/07/2023,38.5,35.6,38.3,37.5,44.4,36.8,33.9
30/07/2023,31.1,29.9,34.6,32.5,41.6,31.3,33.8
31/07/2023,36.5,30.0,36.1,34.9,35.3,28.2,41.4
01/08/2023,N/A,29.7,37.0,34.9,34.6,29.5,33.9
02/08/2023,27.0,25.9,29.6,29.7,33.2,21.7,32.9
03/08/2023,26.7,35.6,33.1,28.9,35.4,21.3,35.0
04/08/2023,30.2,35.5,39.6,30.6,52.6,24.8,33.6
05/08/2023,29.7,43.3,39.6,36.1,N/A,30.3,31.4
06/08/2023,20.3,27.8,32.4,26.7,N/A,20.9,22.7
07/08/2023,22.1,53.5,30.2,29.2,28.8,22.3,33.7
08/08/2023,22.0,27.4,24.7,22.2,26.0,22.3,28.7
09/08/2023,23.7,24.8,25.4,24.1,28.9,23.2,28.0
10/08/2023,24.8,28.6,28.3,26.0,35.8,26.8,31.3
11/08/2023,28.5,34.4,37.4,34.2,36.9,31.8,34.5
12/08/2023,23.9,30.7,30.8,29.8,32.9,25.8,37.1
13/08/2023,N/A,28.4,29.5,28.0,36.4,23.2,26.1
14/08/2023,N/A,39.4,35.2,31.0,44.9,32.9,37.3
15/08/2023,35.9,38.4,37.8,33.3,40.6,34.8,38.5
16/08/2023,35.6,38.5,41.2,39.2,48.8,36.5,40.4
17/08/2023,38.8,40.6,44.6,41.8,46.1,34.9,41.3
18/08/2023,39.3,41.6,46.1,41.5,N/A,37.2,46.8
19/08/2023,41.8,44.0,47.5,42.3,58.7,40.5,43.1
20/08/2023,34.7,38.9,41.5,40.4,47.3,37.8,39.2
21/08/2023,34.5,37.1,37.0,33.7,40.8,33.2,41.3
22/08/2023,30.4,39.8,37.8,33.9,N/A,33.0,38.5
23/08/2023,29.7,38.7,34.9,30.9,45.3,29.6,36.1
24/08/2023,27.1,40.3,38.0,34.6,63.6,30.0,38.1
25/08/2023,32.9,41.2,40.4,40.1,49.7,31.7,48.7
26/08/2023,29.7,41.9,44.7,36.7,51.2,32.5,40.3
27/08/2023,N/A,33.2,37.0,37.0,49.2,29.8,30.8
28/08/2023,N/A,35.3,42.6,N/A,42.2,31.4,37.9
29/08/2023,36.9,39.3,N/A,N/A,43.3,28.4,41.1
30/08/2023,33.4,40.5,40.8,37.7,39.4,25.4,32.7
31/08/2023,36.0,40.9,37.7,35.8,41.2,28.4,36.9
01/09/2023,32.4,36.9,36.4,38.7,39.4,23.7,34.0
02/09/2023,26.7,28.4,30.5,33.8,32.0,21.0,30.6
03/09/2023,34.4,32.1,37.3,39.6,35.6,28.2,40.9
04/09/2023,35.0,37.9,37.5,42.0,35.6,29.7,35.8
05/09/2023,31.8,34.2,31.6,36.1,31.2,26.6,32.5
06/09/2023,29.6,40.5,31.0,32.7,29.7,20.9,35.3
07/09/2023,24.0,38.4,27.8,28.5,25.8,17.7,35.0
08/09/2023,34.5,33.7,33.9,32.0,37.5,22.2,40.6
09/09/2023,30.6,32.3,37.2,33.6,42.0,25.8,36.4
10/09/2023,31.9,32.5,32.2,33.6,34.9,28.2,39.6
11/09/2023,35.0,36.8,37.3,40.9,37.6,26.5,40.4
12/09/2023,39.2,39.9,37.4,37.2,36.8,20.0,28.4
13/09/2023,25.8,25.9,22.8,26.3,24.8,12.4,27.9
14/09/2023,28.3,28.3,19.9,22.2,18.5,11.5,25.8
15/09/2023,29.9,26.7,26.1,29.1,21.1,13.3,24.3
16/09/2023,23.8,21.7,22.4,24.5,24.6,15.1,25.4
17/09/2023,25.9,19.7,25.4,24.2,23.0,15.6,22.1
18/09/2023,34.9,39.3,32.6,28.6,22.3,19.0,32.4
19/09/2023,30.8,32.2,27.3,31.8,25.6,19.9,31.0
20/09/2023,33.4,37.2,28.3,33.3,28.4,20.3,30.2
21/09/2023,32.1,37.5,28.9,33.4,27.9,20.9,43.4
22/09/2023,29.3,35.8,38.1,32.8,30.5,19.8,35.6
23/09/2023,29.4,32.8,34.1,33.6,30.1,18.9,31.4
24/09/2023,32.8,31.1,32.8,32.3,30.8,23.8,28.4
25/09/2023,42.9,41.6,44.5,35.8,36.9,30.2,46.4
26/09/2023,47.9,47.5,N/A,50.4,41.2,33.1,47.3
27/09/2023,42.2,54.0,47.6,N/A,43.4,30.4,46.7
28/09/2023,49.9,52.6,52.9,N/A,47.1,34.9,49.9
29/09/2023,40.8,60.7,43.2,42.4,71.1,29.4,47.3
30/09/2023,26.9,35.4,39.4,43.0,29.9,13.0,29.4
01/10/2023,23.6,29.0,39.8,85.4,34.2,13.5,29.3
02/10/2023,23.5,28.2,23.7,23.6,22.1,10.7,22.0
03/10/2023,25.9,27.5,24.7,22.6,17.0,11.8,23.6
04/10/2023,25.6,31.9,22.1,24.5,18.9,14.1,21.3
05/10/2023,31.5,27.2,27.7,26.5,16.8,13.8,23.7
06/10/2023,28.1,29.9,26.0,28.6,16.7,15.6,26.7
07/10/2023,30.0,28.6,25.3,26.1,18.5,18.8,28.7
08/10/2023,32.1,28.1,29.8,30.6,20.6,23.1,28.7
09/10/2023,31.2,30.2,29.6,33.0,21.9,17.9,31.0
10/10/2023,37.0,35.7,31.3,34.6,21.8,22.1,33.2
11/10/2023,43.4,36.4,33.8,34.3,25.4,25.5,32.7
12/10/2023,38.8,33.8,36.0,38.3,24.8,22.7,37.0
13/10/2023,36.0,32.8,29.4,34.4,23.3,20.2,32.3
14/10/2023,34.8,29.1,30.2,31.7,26.6,23.8,27.3
15/10/2023,26.0,22.0,21.5,22.7,20.1,13.5,17.8
16/10/2023,26.9,27.3,29.9,24.1,32.6,15.9,23.9
17/10/2023,30.3,23.9,25.9,24.4,19.9,16.0,23.9
18/10/2023,31.9,23.5,25.4,26.2,21.4,15.8,26.0
19/10/2023,29.6,28.9,28.1,24.2,19.0,12.0,22.7
20/10/2023,27.7,20.8,22.9,23.1,14.8,9.6,15.2
21/10/2023,25.3,18.2,21.2,18.5,13.9,10.6,16.3
22/10/2023,31.1,20.5,29.8,28.3,23.0,14.3,15.0
23/10/2023,50.3,47.6,43.8,39.1,34.5,28.6,32.7
24/10/2023,52.1,64.8,54.6,47.2,64.4,42.0,64.3
25/10/2023,63.2,61.2,64.0,54.9,50.4,40.0,58.7
26/10/2023,72.6,62.8,63.6,61.2,53.3,44.7,63.1
27/10/2023,69.0,64.8,69.1,66.7,N/A,45.7,69.0
28/10/2023,56.7,58.3,63.9,63.0,52.8,43.9,50.3
29/10/2023,53.0,48.7,49.8,47.0,45.9,47.6,46.3
30/10/2023,67.0,74.1,60.9,59.2,49.1,48.3,53.8
31/10/2023,64.4,63.8,75.4,55.1,51.8,25.5,56.6
01/11/2023,43.8,50.7,46.9,40.2,29.6,22.3,40.9
02/11/2023,36.5,43.3,35.3,34.4,30.2,23.4,30.6
03/11/2023,37.6,30.3,30.1,28.0,22.4,22.5,30.4
04/11/2023,44.9,34.3,40.8,42.6,28.7,32.3,33.8
05/11/2023,40.1,38.4,43.4,40.2,33.5,42.6,37.0
06/11/2023,75.3,89.0,74.9,55.2,78.2,77.3,72.4
07/11/2023,102.4,86.7,109.7,120.2,87.7,79.7,70.1
08/11/2023,88.8,95.9,97.8,91.8,95.2,83.1,70.4
09/11/2023,74.0,75.5,80.5,82.7,70.2,65.7,68.6
10/11/2023,54.7,58.8,59.7,62.1,57.0,43.9,57.4
11/11/2023,62.8,55.6,61.1,51.2,53.7,N/A,51.2
12/11/2023,80.9,59.8,85.1,67.6,71.5,76.7,50.1
13/11/2023,85.4,73.0,84.9,83.8,69.3,80.4,61.9
14/11/2023,46.4,44.4,45.0,43.7,42.3,24.8,24.4
15/11/2023,33.6,36.0,30.6,42.4,38.3,18.2,28.5
16/11/2023,31.4,35.0,32.6,27.6,23.2,14.1,24.2
17/11/2023,29.4,33.8,24.8,20.3,17.4,12.4,26.0
18/11/2023,22.2,20.4,23.8,20.4,16.8,7.7,18.6
19/11/2023,16.9,18.7,12.6,13.9,15.9,9.4,19.5
20/11/2023,20.5,18.2,16.4,16.8,12.1,9.1,19.3
21/11/2023,24.8,24.6,25.2,36.6,9.3,9.9,17.2
22/11/2023,33.8,22.9,27.2,28.3,13.4,11.5,15.7
23/11/2023,45.3,36.7,36.2,31.2,25.2,26.1,38.3
24/11/2023,44.1,44.5,40.0,42.1,27.5,19.8,35.6
25/11/2023,52.7,52.4,52.3,58.7,50.7,44.6,59.3
26/11/2023,94.2,110.5,106.0,105.6,133.9,91.2,129.7
27/11/2023,21.3,18.7,19.7,15.5,20.9,7.9,17.6
28/11/2023,33.0,22.9,21.8,28.3,13.9,7.8,14.9
29/11/2023,35.8,20.4,26.4,26.7,8.4,6.5,14.8
30/11/2023,61.6,36.4,37.7,34.1,N/A,8.9,19.4
01/12/2023,45.1,31.4,41.8,51.7,N/A,13.6,29.5
02/12/2023,50.4,36.1,39.4,52.3,31.1,25.6,35.4
03/12/2023,44.7,32.9,40.9,38.3,27.9,20.1,32.9
04/12/2023,66.5,55.7,55.5,46.6,42.2,35.3,47.6
05/12/2023,62.4,59.1,55.6,48.1,44.0,38.6,52.1
06/12/2023,55.5,43.3,48.7,46.5,41.1,27.1,39.0
07/12/2023,37.0,22.0,32.4,37.3,15.2,8.8,20.1
08/12/2023,33.4,27.7,25.2,25.6,10.8,N/A,19.1
09/12/2023,37.9,20.4,14.7,15.6,14.3,N/A,16.1
10/12/2023,55.6,20.0,22.6,18.9,13.1,6.4,19.8
11/12/2023,67.7,31.5,40.5,34.2,20.9,12.8,22.4
12/12/2023,56.5,34.1,33.0,31.2,17.6,10.6,28.4
13/12/2023,48.2,22.4,28.1,37.6,15.6,N/A,18.7
14/12/2023,57.6,24.7,28.8,37.0,15.0,4.9,29.2
15/12/2023,50.9,33.3,38.9,43.4,15.2,9.8,25.7
16/12/2023,57.4,31.6,40.0,36.1,16.8,12.9,23.3
17/12/2023,49.5,27.1,35.2,40.1,18.0,13.6,22.9
18/12/2023,53.6,30.4,24.6,20.1,14.6,9.9,25.8
19/12/2023,73.8,29.1,26.1,20.3,12.7,8.4,23.0
20/12/2023,51.9,23.4,28.6,19.7,14.4,12.2,30.0
21/12/2023,51.3,34.5,46.9,30.6,35.8,17.7,26.4
22/12/2023,31.4,N/A,26.8,31.6,N/A,4.2,21.0
23/12/2023,36.9,16.0,21.3,17.1,18.6,3.4,16.6
24/12/2023,26.8,14.3,24.6,20.9,14.1,4.6,15.8
25/12/2023,36.5,17.3,23.1,21.6,9.3,8.1,21.7
26/12/2023,36.8,23.8,24.7,24.5,11.9,8.6,20.3
27/12/2023,80.7,39.1,40.1,30.1,25.7,21.9,30.8
28/12/2023,70.5,38.1,31.9,33.1,16.6,11.1,24.8
29/12/2023,72.8,34.4,38.9,43.9,18.8,15.0,30.0
30/12/2023,61.8,36.9,41.3,56.6,24.0,20.2,35.6
31/12/2023,63.1,39.0,47.1,65.5,25.9,19.0,36.8
